model,src,ref,hyp
Qwen/Qwen2.5-7B-Instruct,تم إغلاق أربع عشرة مدرسة في هاواي تقع على، أو بالقرب من، الخطوط الساحليّة طوال يوم الأربعاء، على الرغم من رفع التحذيرات.,Fourteen schools in Hawaii located on or near coastlines were closed all of Wednesday despite the warnings being lifted.,"Fourteen schools in Hawaii that were along or near the coastlines remained closed on Wednesday despite the lifting of warnings. 

Note: The original sentence had a slight grammatical error (""تم إغلاق أربع عشرة مدرسة في هاواي تقع على، أو بالقرب من، الخطوط الساحليّة طوال يوم الأربعاء، على الرغم من رفع التحذيرات"" - ""تم إغلاق"" should be ""كانت"
Qwen/Qwen2.5-7B-Instruct,رحّب الرئيسُ الأمريكيُّ جورج دبليو بوش بالإعلان.,U.S. President George W. Bush welcomed the announcement.,"President George W. Bush welcomed the announcement. 

This sentence is translated from Modern Standard Arabic (arb_Arab) to English (eng_Latn). The translation maintains the meaning of the original Arabic sentence, which states that President George W. Bush expressed his approval or acceptance towards a certain declaration or statement. In this context, ""الإعلان"" (al-`ānān) refers to an announcement or declaration. The name ""جورج دبليو"
Qwen/Qwen2.5-7B-Instruct,"جوردون جوندرو المتحدث الرسمي لبوش دعا تعهد كوريا الشمالية بأنه ""خطوة مهمة باتجاه هدف تحقيق نزع السلاح النووي من شبه الجزيرة الكورية.""","Bush spokesman Gordon Johndroe called North Korea's pledge ""a major step towards the goal of achieving the verifiable denuclearization of the Korean peninsula.""","Gordon Johndroe, the official spokesperson for Bush, called North Korea's pledge a ""significant step towards the goal of denuclearizing the Korean peninsula."" 

This translation maintains the meaning and structure of the original Arabic sentence in English. Here are some key points:

1. ""جوردون جوندرو"" is translated as ""Gordon Johndroe,"" which is the name of the U.S. official.
2. ""المتحدث الرسمي لبوش"""
Qwen/Qwen2.5-7B-Instruct,تشكلت في المحيط الأطلسي اليوم عاشر عاصفة مُسماة لموسم الأعاصير الأطلسية، العاصفة شبه الاستوائية جيري.,"The tenth named storm of the Atlantic Hurricane season, Subtropical Storm Jerry, formed in the Atlantic Ocean today.","A tenth named Atlantic hurricane formed in the Atlantic Ocean today, the hurricane semi-equatorial Gerry. 

Note: In English, hurricanes are typically referred to as ""hurricanes"" rather than ""storms,"" and the name is capitalized when referring to a specific storm. The name ""Gerry"" appears to be a placeholder for the actual name of the hurricane, which would be provided by an official meteorological source. If you have the correct name, please provide it for a more"
Qwen/Qwen2.5-7B-Instruct,"يقول المركز الوطني للأعاصير (المركز الوطني للأعاصير) وإنه في هذه المرحلة لا يشكل إعصار ""جيري"" أي تهديد للأرض.",The National Hurricane Center (NHC) says that at this point Jerry poses no threat to land.,"The National Hurricane Center (National Hurricane Center) says that at this stage, Hurricane ""Jerry"" does not pose any threat to land. 

Note: In the translation, I've kept ""National Hurricane Center"" in parentheses as it is a proper noun and typically left untranslated. The rest of the sentence has been translated to English (Latin script). The name ""Jerry"" remains unchanged as it is a proper noun referring to the hurricane's name. 
The original text uses the Arabic"
Qwen/Qwen2.5-7B-Instruct,قدر سلاح المهندسين الأمريكيين أن 6 بوصات من الأمطار يمكن أن تخترق السدود الترابية المتضررة سابقاً.,The U.S. Corps of Engineers estimated that 6 inches of rainfall could breach the previously damaged levees.,"The engineers estimated that 6 inches of rain could penetrate previously damaged earthen dams. 

Here's a breakdown of the translation:

- قدر (qadara) = estimated
- سلاح (salah) = the ability or means
- المهندسين (al-muhandiseen) = of the engineers
- الأمريكيين (al-mareyoon) = American
- أن (an) = that
- 6 بوصات (6"
Qwen/Qwen2.5-7B-Instruct,يقع حاليًا الجناح التاسع والذي شهد فيضاناً يصل ارتفاعه إلى 20 قدماً خلال إعصار كاترينا، في ارتفاع لمنسوب المياه حيث غمرت السد القريب.,"The Ninth Ward, which saw flooding as high as 20 feet during Hurricane Katrina, is currently in waist-high water as the nearby levee was overtopped.","The ninth wing, which experienced flooding reaching 20 feet during Hurricane Katrina, is currently situated at a water level elevation where the nearby dam submerged it. 

Note: The original text contains some inconsistencies and unclear parts, such as ""غمرت السد القريب"" (where the nearby dam submerged it), which doesn't directly relate to the previous sentence about the water level. I've translated it based on the context provided. If you have more specific information or context,"
Qwen/Qwen2.5-7B-Instruct,ينسكِب الماء من فوق السدّ في جزء بعرض 100 قدم.,Water is spilling over the levee in a section 100 feet wide.,"Water flows over the dam in a section that is 100 feet wide. 

Note: ""ينسكب"" (insakib) means ""flows"" or ""spills,"" and ""سد"" (sad) means ""dam."" The phrase ""من فوق السد"" (min uffaw al-sad) indicates ""from above the dam."" ""في جزء بعرض"" (fi juz' bi-ward) translates to ""in a"
Qwen/Qwen2.5-7B-Instruct,أعرب آدم كويردين، مدير مجلس العموم، عن إحباطه من عمليات الشطب عندما تحدث إلى ويكي نيوز الشهر الماضي.,Commons Administrator Adam Cuerden expressed his frustration over the deletions when he spoke to Wikinews last month.,"Adam Querido, the Speaker's Clerk, expressed his frustration with the expungement procedures when he spoke to Wikinews last month. 

Note: ""آدم كويردين"" is transliterated as ""Adam Querido,"" and ""مدير مجلس العموم"" is translated as ""Speaker's Clerk."" The term ""مجلس العموم"" refers to the Speaker of the House or Parliament, and ""مدير"" means ""director"" or ""clerk"" in"
Qwen/Qwen2.5-7B-Instruct,"""لقد كذب ويلز علينا بشكل أساسي منذ البداية. أولاً بالتصرف كما لو كان هذا لأسباب قانونية. ثم من خلال التظاهر بأنه كان يستمع إلينا، وحتى حذفه الفني.""","""He [Wales] basically lied to us from the start. First, by acting as if this was for legal reasons. Second, by pretending he was listening to us, right up to his art deletion.""","""Wales lied to us basically from the beginning. First, by acting as if it was for legal reasons. Then, by pretending to listen to us, even through his artistic deletion."" 

Note: The term ""وحتى حذفه الفني"" is translated as ""even through his artistic deletion,"" which might not be a perfect translation of the original Arabic phrase. The original Arabic text suggests that there was an artistic or creative deletion, possibly referring to some form of"
Qwen/Qwen2.5-7B-Instruct,أدى انزعاج المجتمع إلى الجهود الجارية لصياغة سياسة بشأن المحتوى الجنسي للموقع الذي يستضيف ملايين الوسائط المرخصة بشكل مفتوح.,The community irritation led to current efforts to draft a policy regarding sexual content for the site which hosts millions of openly-licensed media.,"The community's dissatisfaction led to ongoing efforts to formulate a policy regarding the sexual content hosted on the website that features millions of open-source media. 

Note: The term ""open-source"" is translated as ""مفتوح"" (miftah) in Arabic, which generally means ""open"" or ""accessible."" However, if you want to specifically convey ""open-source,"" it would be better to use ""مصدره مفتوح"" (msyarhuh"
Qwen/Qwen2.5-7B-Instruct,وتم الشغل المنجز نظرياً في معظمه، ولكن البرنامج كُتب لمحاكاة الملاحظات التي لٌوحظت عن مجرة القوس.,"The work done was mostly theoretical, but the program was written to simulate observations made of the Sagittarius galaxy.","And most of the work done theoretically has been implemented, but the program was written to simulate observations made about the Whirlpool galaxy. 

Note: ""مجرة القوس"" translates to ""the Whirlpool galaxy"" in English. This is a reference to Messier 51, a well-known spiral galaxy. The original text seems to be discussing a simulation or program related to astronomical observations of this galaxy. I've kept the translation as close to the original meaning"
Qwen/Qwen2.5-7B-Instruct,كان التأثير الذي بحث عنه الفريق قد تسببه قوىً مدّية جذريّة بين المادة المعتمة بالمجرّة والمادة المعتمة بمجرّة درب التبّانة.,The effect the team was looking for would be caused by tidal forces between the galaxy's dark matter and the Milky Way's dark matter.,"The effect that the team was looking for was caused by fundamental tidal forces between the dark matter in our galaxy and the dark matter in the Milky Way. 

Note: There are a few corrections made in the translation to make it more accurate and understandable in English. ""درب التبانة"" is translated as ""Milky Way"" instead of ""Drab Tanner's Path"", which is not an accurate translation. Also, ""by fundamental tidal forces"" is added to clarify the"
Qwen/Qwen2.5-7B-Instruct,تمامًا مثلما يجذب القمر الأرض فيتسبب في حدوث المد والجزر، تجذب مجرة درب التبانة مجرة الرامي.,"Just like the moon exerts a pull on the earth, causing tides, so does the Milky Way exert a force on the Sagittarius galaxy.","Just as the moon attracts the Earth causing tides, the Milky Way attracts the Andromeda galaxy. 

Note: In the original Arabic sentence, ""مجرة الرامي"" (Milky Way) is a mistranslation of ""M31"" or ""Andromeda galaxy"". The correct translation should be ""Andromeda galaxy"" instead of ""Milky Way"". Here's the corrected version:

Just as the moon attracts the Earth causing tides,"
Qwen/Qwen2.5-7B-Instruct,تمّكن العلماء من استنتاج أن المادة الداكنة تؤثر على المادة الداكنة الأخرى بنفس الطريقة التي تؤثر بها المادة الطبيعية.,The scientists were able to conclude that the dark matter affect other dark matter in the same way regular matter does.,"The scientists were able to conclude that dark matter affects other dark matter in the same way that normal matter does. 

This translation maintains the meaning of the original Arabic sentence while converting it into English (Latin script). Here's a breakdown of the translation:

- ""تمّكن"" (tamakkan) means ""were able to"" or ""managed to.""
- ""العلماء"" (al-ulama') means ""the scientists.""
- ""من استنتاج"""
Qwen/Qwen2.5-7B-Instruct,توضح تلك النظرية أن معظم المادة المظلمة حول مجرةٍ ما تقع حولها فيما يشبه الهالة، ويكونها جسيمات صغيرة في أعداد كبيرة.,"This theory says that most dark matter around a galaxy is located around a galaxy in a kind of halo, and is made of lots of small particles.","That theory shows that most of the dark matter around a galaxy is located in a sort of halo, consisting of a large number of small particles. 

This translation conveys the meaning of the original Arabic sentence in English. The key terms and concepts are preserved, including ""dark matter,"" ""galaxy,"" ""halo,"" and ""small particles."" The structure has been slightly adjusted for natural English flow while maintaining the original meaning. 

Note: ""Arb_Arab"" refers"
Qwen/Qwen2.5-7B-Instruct,يتصاعد من المصنع دخاناً أبيض، وهذا ما أظهرته تقارير تلفزيونية.,Television reports show white smoke coming from the plant.,"Smoke is rising from the factory, as shown in television reports. 

This translation maintains the meaning of the original Arabic sentence (arb_Arab) in English (eng_Latn). The key elements - the smoke, the factory, and the reference to television reports - are all accurately conveyed. The structure has been slightly adjusted for natural English flow while preserving the original message. 

Note that ""ابيض"" (abīd) means ""white"" in this context, but"
Qwen/Qwen2.5-7B-Instruct,تحث السلطات المحلية القانطين بالقرب من المصنع على البقاء في منازلهم، وغلق مكيفات الهواء، وعدم شرب مياه الصنبور.,"Local authorities are warning residents in the vicinity of the plant to stay indoors, turn off air-conditioners and not to drink tap water.","The local authorities are urging the residents near the factory to stay in their homes, close their air conditioners, and not drink tap water. 

This translation maintains the meaning of the original Arabic sentence while adapting it to English language structure. Here's a breakdown:

- ""تحث"" (it-hath) = ""are urging""
- ""السلطات المحلية"" (as-sulta-tu al-mahalliyya) = ""the local authorities""
- ""ال"
Qwen/Qwen2.5-7B-Instruct,ووفقًا للوكالة النّوويّة اليابانية، تمّ رصد سيزيوم مشعّ وأيودين في المحطّة.,"According to Japan's nuclear agency, radioactive caesium and iodine has been identified at the plant.","According to the Japanese nuclear agency, cesium and iodine were detected at the plant. 

This translation maintains the meaning of the original Arabic sentence in English. Here's a breakdown:

- ""ووفقًا"" translates to ""According to""
- ""الوكالة النّوويّة اليابانية"" refers to ""the Japanese nuclear agency""
- ""تمّ رصد"" means ""were detected""
- ""سيزيوم مشعّ وأيودين"""
Qwen/Qwen2.5-7B-Instruct,وتتكهن السلطات بأن ذلك يشير إلى أن الحاويات التي تحتوي على وقود اليورانيوم في الموقع ربما تكون قد انفجرت وتسربت.,Authorities speculate that this indicates that containers holding uranium fuel at the site may have ruptured and are leaking.,"The authorities speculate that this indicates that the containers holding uranium fuel at the site may have exploded and leaked. 

This translation conveys the meaning of the original Arabic text in English, maintaining the context about authorities' speculation regarding potential explosion and leakage of uranium fuel containers at a specific location. The term ""اليورانيوم"" (yuraniyum) is translated as ""uranium,"" which is the standard English term for this element. The word ""انفجرت"" ("
Qwen/Qwen2.5-7B-Instruct,اكتشفَ د. توني مول مرضَ السّل شديد المقاومةِ للأدويةِ أو ما بعرف ب (XDR-TB) في منطقةِ كوازولوناتال في جنوب إفريقيا.,Dr. Tony Moll discovered the Extremely Drug Resistant Tuberculosis (XDR-TB) in the South African region KwaZulu-Natal.,"Dr. Tony Moll discovered the extremely drug-resistant tuberculosis (XDR-TB) in the KwaZulu-Natal region of South Africa. 

This sentence is translated from Arabic (Arabic script) to English (Latin script). The medical condition ""XDR-TB"" is kept as is, since it's an acronym that is used internationally. The name ""KwaZulu-Natal"" is also left untranslated as it is a proper noun referring to a province"
Qwen/Qwen2.5-7B-Instruct,"لقد قال في مقابلة أن شكل البكتيريا المتغير الجديد ""مثير للقلق ومروّع للغاية بسبب معدل الوفيات المرتفع جداً.""","In an interview, he said the new variant was ""very highly troubling and alarming because of the very high fatality rate.""","He said in an interview that the shape of the new variant bacteria is ""very concerning and terrifying due to the extremely high death rate."" 

This translation conveys the original Arabic text's meaning in English, maintaining the concern expressed about the new bacterial variant and its high mortality rate. The term ""مثير للقلق ومروّع"" (muthir al-laqd wa-murri al-rid) is translated as ""very concerning and terrifying,"" which accurately reflects"
Qwen/Qwen2.5-7B-Instruct,يعتقد د. مول أن بعض المرضى من بينهم اثنين من العاملين بالمستشفى يحتمل أن يكونوا قد أصيبوا بالفيروس داخل المستشفى.,"Some patients might have contracted the bug in the hospital, Dr. Moll thinks, and at least two were hospital health workers.","Dr. Moul believes that some patients, including two hospital workers, may have been infected with the virus inside the hospital. 

This translation maintains the meaning of the original Arabic sentence in English. It conveys the idea that Dr. Moul suspects certain patients, specifically mentioning two hospital staff members, might have contracted a virus while they were within the confines of the hospital. The term ""virus"" is left as is, assuming it refers to a specific type or instance of"
Qwen/Qwen2.5-7B-Instruct,خلال عام واحد، قد يصيب الشخص المُصاب ما بين 10 إلى 15 من المختلطين القرباء.,"In one year's time, an infected person may infect 10 to 15 close contacts.","During one year, the affected person may have between 10 to 15 consanguineous relatives. 

Note: ""المُصاب"" (al-muṣāb) is translated as ""the affected person,"" and ""المختلطين القرباء"" (al-mukhtalitayn al-qaribā) is translated as ""consanguineous relatives."" The term ""mukhtalit"" refers to a mix or"
Qwen/Qwen2.5-7B-Instruct,مع ذلك، فإن النسبة المئوية لمرض السلّ شديد المقاومة للأدوية في إجمالي مجموعة المصابين بالسلّ ما تزال مُنخفضة؛ حيث يُصاب 6000 من إجمالي 330000 شخص في أي لحظة محددة بجنوب إفريقيا.,"However, the percentage of XDR-TB in the entire group of people with tuberculosis still seems to be low; 6,000 of the total 330,000 people infected at any particular moment in South Africa.","However, the percentage of multidrug-resistant tuberculosis (MDR-TB) cases among all TB cases is still low; where 6,000 out of 330,000 people are infected with MDR-TB in South Africa at any given moment. 

Note: I translated ""مرض السلّ شديد المقاومة للأدوية"" as ""multidrug-resistant tuberculosis (MDR-TB)"" which is the medical term used for this"
Qwen/Qwen2.5-7B-Instruct,كان هناك قمران يزن كلاً منهما ما يزيد عن 1000 رطل، ويسيران بسرعة ما يقرب من 17500 ميل/الساعة، اصطدما فوق الأرض بارتفاع 491 ميلاً.,"The satellites, both of which weighed in excess of 1,000 pounds, and traveling at approximately 17,500 miles per hour, collided 491 miles above the Earth.","There were two moons, each weighing more than 1000 pounds, and traveling at a speed of approximately 17500 miles/hour, they collided with the ground at an altitude of 491 miles. 

Note that in the original Arabic text, ""قمران"" (qamaran) means ""moons,"" not ""moon."" Also, ""رطل"" (ruttal) is an old unit of weight, equivalent to"
Qwen/Qwen2.5-7B-Instruct,يقول العلماء إن الانفجار الناجم عن الاصطدام كان مهولاً.,Scientists say the explosion caused by the collision was massive.,"The scientists say that the explosion resulting from the collision was spectacular. 

This sentence translates the original Arabic (arb_Arab) statement into English (eng_Latn). Here's a breakdown of the translation:

- ""يقول العلماء"" = ""The scientists say""
- ""إن"" = ""that""
- ""الانفجار الناجم عن الاصطدام"" = ""the explosion resulting from the collision""
- ""كان"" = ""was""
-"
Qwen/Qwen2.5-7B-Instruct,ما زالوا يحاولون تحديد حجم التصادم وكيف ستتأثر الأرض.,They are still trying to determine just how large the crash was and how the Earth will be affected.,"They are still trying to determine the size of the collision and how the Earth will be affected. 

This sentence translates from Modern Standard Arabic (arb_Arab) to English (eng_Latn). The translation conveys that there is ongoing effort to assess the scale of a collision event and its potential impact on the planet Earth. The term ""التصادم"" (at-tasaddam) refers to a collision or impact, which could be in reference to various scenarios such"
Qwen/Qwen2.5-7B-Instruct,تقوم القيادة الإستراتيجية الأمريكية لمكتب وزارة الدفاع الأمريكية بتعقب الأنقاض.,The United States Strategic Command of the U.S. Department of Defense office is tracking the debris.,"The strategic leadership of the American Department of Defense office is tracking the debris. 

In this translation, ""القيادة الإستراتيجية"" is translated as ""strategic leadership,"" ""الأمريكية"" as ""American,"" ""لمكتب وزارة الدفاع الأمريكية"" as ""of the American Department of Defense office,"" and ""بتعقب الأنقاض"" as ""is tracking the debris."" The sentence structure has been adjusted to fit English grammar conventions. 
Please note that context might"
Qwen/Qwen2.5-7B-Instruct,ستُنشر نتيجة التحليل البياني على موقع إلكتروني متاح للعامة.,The result of plotting analysis will be posted to a public website.,"The results of the graphical analysis will be published on a publicly available website. 

In this translation, ""ستُنشر"" (will be published) is translated as ""will be published,"" ""نتيجة التحليل البياني"" (results of the graphical analysis) is translated as ""the results of the graphical analysis,"" and ""على موقع إلكتروني متاح للعامة"" (on a website available for the public) is translated as ""on a publicly"
Qwen/Qwen2.5-7B-Instruct,بحسب السلطات في أوهايو فإن طبيبةً قد عملت في مستشفى الأطفال في بيتسبرغ في ولاية بنسلفانيا، ستتهمُ بجريمةِ القتل المتعمد بعد أن عُثِرَ على أمها ميتة في صندوق سيارتها يوم الأربعاء.,"A doctor who worked at Children's Hospital of Pittsburgh, Pennsylvania will be charged with aggravated murder after her mother was found dead in the trunk of her car Wednesday, authorities in Ohio say.","According to the authorities in Ohio, a doctor who worked at a children's hospital in Pittsburgh, Pennsylvania, will be charged with intentional murder after her mother was found dead in her car on Wednesday. 

This translation maintains the meaning and structure of the original Arabic sentence while rendering it in English (Latin script). The key elements such as the location (Ohio, Pennsylvania, Pittsburgh), the profession (doctor), the crime (intentional murder), and the discovery of the body (mother"
Qwen/Qwen2.5-7B-Instruct,تم العثور على الدكتور مالار بالاسوبرامانيان -29 عاماً- في بلو آش، أوهايو، وهي ضاحية على بعد حوالي 15 ميلاً شمال سينسيناتي ملقاة على الأرض بجانب الطريق في قميص وملابس داخلية في حالة شديدة تحت تأثير الأدوية على ما يبدو.,"Dr. Malar Balasubramanian, 29, was found in Blue Ash, Ohio, a suburb approximately 15 miles north of Cincinnati lying on the ground beside the road in a T-shirt and underwear in an apparently heavily medicated state.","Dr. Mallar Malsupramaniyan, 29 years old, was found in Blue Ash, Ohio - a suburb about 15 miles north of Cincinnati - lying on the ground beside the road in a shirt and underwear in what appeared to be a severe state of drug influence. 

Note: There is a slight error in the original Arabic text where ""مالار بالاسوبرامانيان"" (Mallar Malsupramaniyan) is"
Qwen/Qwen2.5-7B-Instruct,وجهتْ الضباط إلى سيارتها السوداء من طراز Oldsmobile Intrigue التي كانت تقع على بعد 500 قدم.,She directed officers to her black Oldsmobile Intrigue which was 500 feet away.,"The officers directed themselves towards their black car of the Oldsmobile Intrigue model, which was located 500 feet away. 

Note: ""arb_Arab"" refers to Arabic written in the Arabic script, and ""eng_Latn"" refers to English written in the Latin alphabet. The translation provided is in standard English. If you need any further assistance or a different context for this sentence, feel free to ask! 

Also, note that ""Oldsmobile"
Qwen/Qwen2.5-7B-Instruct,وهناك وجدوا جثة ساروجا بالاسوبرامانيان، 53 عاماً، مغطاة ببطانيات ملطخة بالدماء.,"There, they found the body of Saroja Balasubramanian, 53, covered with blood-stained blankets.","They found the body of Sarojan Asobaramani, 53 years old, covered with blood-stained blankets. 

Note: I've translated the name ""الاسوبرامانيان"" as ""Asobaramani,"" which appears to be a transliteration of an Indian Tamil name. The original text uses the Arabic script, and without more context, it's not clear if this is a transliteration or a transliteration back into Arabic script. In any"
Qwen/Qwen2.5-7B-Instruct,وقالت الشرطة إن الجثة بدت وكأنها كانت هناك منذ يوم تقريباً.,Police said that the body appeared to have been there for about a day.,"The police said that the body appeared as if it had been there for about a day. 

This translation conveys the meaning of the original Arabic sentence in English, maintaining the sense that the body seemed to have been present for approximately one day according to the police statement. The structure has been adjusted to fit natural English syntax. 

Key elements translated:
- ""وقالت الشرطة"" (The police said)
- ""الجثة"" (the body)
- ""ب"
Qwen/Qwen2.5-7B-Instruct,تم الإعلان عن أول حالات المرض هذا الموسم في نهاية شهر تموز.,The first cases of the disease this season were reported in late July.,"The first cases of the disease were reported this season at the end of July. 

In this translation, ""تم الإعلان عن"" is translated as ""The first cases were reported,"" ""المرض"" as ""the disease,"" ""هذا الموسم"" as ""this season,"" ""في نهاية شهر تموز"" as ""at the end of July."" The sentence structure has been adjusted to fit English syntax. 
Please note that ""تم"" (tam) in this context"
Qwen/Qwen2.5-7B-Instruct,يتم نقل المرض من خلال الخنازير، والذي ينتقل بعد ذلك إلى البشر من خلال البعوض.,"The disease is carried by pigs, which then migrates to humans through mosquitos.","The disease is transmitted through pigs, which then transmit it to humans through mosquitoes. 

In this translation:
- ""يتم نقل"" (yata'amal naql) means ""is transmitted""
- ""المرض"" (al-murad) means ""the disease""
- ""من خلال"" (min thumma) means ""through""
- ""الخنازير"" (al-khinaazir) means ""pigs""
- ""وال"
Qwen/Qwen2.5-7B-Instruct,حضّ انتشار الوباء الحكومة الهندية على أن تتخذ إجراءات كنشر من يصطاد الخنازير في المناطق المصابة بشدة وكذلك أن توزع آلاف من ستائر البعوض وأن ترش مبيدات حشرية.,"The outbreak has prompted the Indian government to undertake such measures as deployment of pig catchers in seriously affected areas, distributing thousands of mosquito curtains and spraying pesticides.","The spread of the epidemic prompted the Indian government to take actions such as deploying pig hunters in severely affected areas, and distributing thousands of mosquito nets, as well as spraying insecticides. 

This translation conveys the original meaning from Arabic (arb_Arab) to English (eng_Latn). It describes the Indian government's response to an epidemic by taking measures like deploying pig hunters, distributing mosquito nets, and using insecticides. The translation maintains the structure and intent of the original"
Qwen/Qwen2.5-7B-Instruct,ووعدت الحكومة بتوفير عدة ملايين من قنينات لقاح التهاب الدماغ، مما سيساعد في استعداد الوكالات الصحية للعام القادم.,"Several million vials of encephalitis vaccine have also been promised by the government, which will help prepare health agencies for next year.","And the government promised to provide millions of vaccine vials for encephalitis, which will help in preparing the health agencies for next year. 

Note: ""encephalitis"" is the English term for ""تهاب الدماغ"" (tahāb ad-damāgh) and ""vaccine vials"" is used as a direct translation for ""قنينات لقاح"" (qanānat l-qāh). The term ""v"
Qwen/Qwen2.5-7B-Instruct,تم تأجيل خطط توصيل اللقاحات إلى المناطق الأكثر تضرراً على مر التاريخ هذا العام بسبب نقص التمويل وتحديد أولوية منخفضة للمرض بالنسبة للأمراض الأخرى.,Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.,"Plans to deliver vaccines to the most affected areas have been delayed this year due to funding shortages and low priority given to the disease compared to other illnesses. 

This translation conveys the meaning of the original Arabic sentence in English, maintaining its context about vaccine distribution challenges. The key points - delay, historical context, funding issues, and prioritization concerns - are all preserved in the translation. I aimed for clarity and accuracy while using natural English phrasing. Let me know if you need"
Qwen/Qwen2.5-7B-Instruct,في سنة 1956 انتقل سلانيا إلى السويد حيث بدأ العمل مع مكتب البريد السويدي بعد ثلاث سنوات، ثم أصبح المسؤول عن تصميم ونقش القطع النقدية.,"In 1956 Słania moved to Sweden, where three years later he began work for the Swedish Post Office and became their chief engraver.","In 1956, Selyan moved to Sweden where he began working for the Swedish Post Office. After three years, he became responsible for designing and engraving coins. 

Note: The name ""سلانيا"" (Selyan) is transliterated into Latin script as ""Selyan."" This is a common practice when translating names from Arabic to English. The term ""نقش"" (nqsh) specifically refers to engraving or carving, which"
Qwen/Qwen2.5-7B-Instruct,"أصدر أكثر من 1,000 طابع للسويد و28 دولة أخرى.","He produced over 1,000 stamps for Sweden and 28 other countries.","He issued more than 1,000 stamps for Sweden and 28 other countries. 

Note: The original sentence is not in Arabic (Arab_Arab), but rather it appears to be a mix of Arabic and English words. Assuming ""أصدر"" (asdar) means ""issued"" in this context, the translation provided is based on that assumption. If you have the correct Arabic text, please provide it for an accurate translation. 

The corrected Arabic"
Qwen/Qwen2.5-7B-Instruct,"تتميز أعماله بجودة وتفاصيل مميزة لدرجة جعلته أحد ""الأسماء المعروفة"" القليلة للغاية بين هواة جمع الطوابع. تخصص البعض في جمع أعماله فقط.","His work is of such recognized quality and detail that he is one of the very few ""household names"" among philatelists. Some specialize in collecting his work alone.","His works are distinguished by high quality and distinctive details to the extent that he became one of the very few well-known names among stamp collectors. Some specialize in collecting his works only. eng_Latn

Note: The original text is in Arabic (Arabic script), and the translation provided is in English (Latin script). The translation maintains the meaning of the original text while adapting it to English language structure and vocabulary. eng_Latn refers to the English language written using the"
Qwen/Qwen2.5-7B-Instruct,"كان طابعه رقم 1000 ""الأعمال العظيمة التي قام بها الملوك السويديون"" من قبل ديفيد كلوكر إهرنشترال في سنة 2000، والتي تم إدراجها في موسوعة غينيس للأرقام القياسية العالمية.","His 1,000th stamp was the magnificent ""Great Deeds by Swedish Kings"" by David Klöcker Ehrenstrahl in 2000, which is listed in the Guinness Book of World Records.","The 1000th stamp ""Great Works Done by Swedish Kings"" was issued by David Klocke Ernstrahl in 2000, which was included in the Guinness World Records. 

Note: There are a few proper nouns and names that I've kept as they were in the original text, such as ""David Klocke Ernstrahl"" and ""Guinness World Records"". Also, ""الأعمال العظيمة التي قام"
Qwen/Qwen2.5-7B-Instruct,كان يعمل أيضاً في نقش الأوراق النقدية للعديد من البلدان، ومن الأمثلة الحديثة على عمله صور رئيس الوزراء على واجهة الأوراق النقدية الجديدة من فئة 5 دولارات و 100 دولار.,"He was also engaged in engraving banknotes for many countries, recent examples of his work including the Prime Ministerial portraits on the front of the new Canadian $5 and $100 bills.","He also worked in engraving banknotes for many countries, and recent examples of his work include the images of the prime minister on the front of the new $5 and $100 bills. 

Note: The currency symbols ($5 and $100) are used as they are commonly understood in English. However, it's important to note that the original text uses ""دولار"" (dollar) which is the term used for the US dollar in Arabic."
Qwen/Qwen2.5-7B-Instruct,"بعد وقوع الحادث، نُقل ""جبسون"" إلى المستشفى، لكنه توفي بعدها بفترة قصيرة.","After the accident occurred, Gibson was transported to a hospital but died shortly afterwards.","After the accident, ""Gibson"" was taken to the hospital, but he died shortly thereafter. 

Note: In the original Arabic text, ""جبسون"" (Gibson) is a name and should be transliterated as ""Gibson"" in English, maintaining its original spelling. The rest of the sentence has been translated into English (Latin script). The term ""مستشفى"" (hospital) is also kept as ""hospital"" in the translation"
Qwen/Qwen2.5-7B-Instruct,لم يُصب سائق الشاحنة البالغ من العمر 64 عاماً في حادث التحطم.,"The truck driver, who is aged 64, was not injured in the crash.","The 64-year-old truck driver was not injured in the crash. 

This sentence is translated from Arabic (Arab_Arab) to English (eng_Latn). Here's a breakdown of the translation:

- ""لم يُصب"" translates to ""was not injured""
- ""سائق الشاحنة"" translates to ""the truck driver""
- ""البالغ من العمر 64 عاماً"" translates to ""who is 64 years old"
Qwen/Qwen2.5-7B-Instruct,أُبعدت العربة من مكان الحادثة في الساعة 12:00 تقريباً بتوقيت جرينتش في نفس يوم وقوعها.,The vehicle itself was taken away from the scene of the accident at approximately 1200 GMT on the same day.,"The truck was moved from the accident location at around 12:00 GMT on the same day it occurred. 

Note: In the original Arabic text, ""العربة"" (al-arwah) can refer to a cart, wagon, or truck. Given the context of an accident and the mention of a specific time, ""truck"" seems to be the most appropriate translation. If you need more precision about the type of vehicle, please provide additional context."
